URLLength,IsDomainIP,HasObfuscation,NoOfSubDomain,IsHTTPS,URLSimilarityIndex,NoOfEqualsInURL,NoOfQMarkInURL,SpacialCharRatioInURL,DomainLength,TLDLegitimateProb,CharContinuationRate,URLCharProb,TLDLength,NoOfiFrame,NoOfPopup,HasHiddenFields,NoOfSelfRedirect,HasExternalFormSubmit,HasSubmitButton,HasPasswordField,HasSocialNet
28,0,0,1,1,67.8571,0,0,0.1786,20,0.95,0.1852,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,62.069,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
16,0,0,1,0,56.25,0,0,0.3125,9,0.5,0.2667,1.0,2,0,0,0,0,0,0,0,0
33,0,0,1,0,81.8182,0,0,0.1515,26,0.9,0.125,1.0,3,0,0,0,0,0,0,0,0
48,0,0,1,0,81.25,0,0,0.1667,19,0.95,0.0426,1.0,3,0,0,0,0,0,0,0,0
71,0,0,1,1,90.1408,0,0,0.1549,37,0.95,0.0857,1.0,3,0,0,0,0,0,0,0,0
36,0,0,1,0,69.4444,0,0,0.2222,10,0.5,0.0571,1.0,2,0,0,0,0,0,0,0,0
19,0,0,0,0,52.6316,0,0,0.2632,11,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
59,0,0,2,0,91.5254,0,0,0.2034,20,0.5,0.069,1.0,2,0,0,0,0,0,0,0,0
31,0,0,1,1,67.7419,0,0,0.1613,23,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0
41,0,0,1,1,85.3659,0,0,0.122,33,0.95,0.1,1.0,3,0,0,0,0,0,0,0,0
34,0,0,2,0,88.2353,0,0,0.1765,27,0.95,0.1212,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,0,66.6667,0,0,0.2083,17,0.55,0.1739,1.0,4,0,0,0,0,0,0,0,0
34,0,0,1,1,82.3529,0,0,0.1471,26,0.95,0.1212,1.0,3,0,0,1,7,0,1,0,1
20,0,0,1,1,75.0,0,0,0.25,12,0.95,0.2105,1.0,3,1,0,0,88,0,1,0,1
18,0,0,1,0,50.0,0,0,0.2778,11,0.5,0.2353,1.0,2,0,0,0,0,0,0,0,0
28,0,0,1,1,67.8571,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
67,0,0,0,1,85.0746,0,0,0.0896,7,0.5,0.0303,1.0,2,0,0,0,0,0,0,0,0
30,0,0,1,0,63.3333,0,0,0.1667,23,0.95,0.1724,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,41.3793,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
56,0,0,2,1,78.5714,0,0,0.1964,47,0.8,0.0545,1.0,2,0,0,0,0,0,0,0,0
24,0,0,1,1,70.8333,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,1,47.619,0,0,0.2381,13,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0
178,0,0,1,1,93.8202,4,1,0.1236,15,0.95,0.0395,1.0,3,0,0,0,0,0,0,0,0
25,0,0,0,1,84.0,0,0,0.2,16,0.3,0.2083,1.0,3,0,0,0,0,0,0,0,0
29,0,0,2,0,62.069,0,0,0.2069,22,0.5,0.1429,1.0,2,0,0,0,0,0,0,0,0
31,0,0,1,1,77.4194,0,0,0.1613,23,0.85,0.1333,1.0,3,0,0,0,1,0,1,0,1
23,0,0,2,1,73.913,0,0,0.2609,15,0.85,0.1818,1.0,2,0,0,0,0,0,0,0,0
22,0,0,1,0,81.8182,0,0,0.2727,14,0.5,0.0952,1.0,2,0,0,0,0,0,0,0,0
32,0,0,2,1,93.75,0,0,0.1875,24,0.95,0.129,1.0,3,0,0,0,0,0,0,0,0
27,0,0,2,0,59.2593,0,0,0.2222,20,0.5,0.1538,1.0,2,0,0,0,0,0,0,0,0
51,0,0,1,1,90.1961,0,0,0.1569,42,0.8,0.06,1.0,2,0,0,0,0,0,0,0,0
20,0,0,1,0,70.0,0,0,0.25,13,0.95,0.2632,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,58.6207,0,0,0.2069,21,0.95,0.1429,1.0,3,0,2,0,0,0,0,0,0
28,0,0,1,1,71.4286,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
26,0,0,2,1,76.9231,0,0,0.2308,18,0.99,0.16,1.0,3,0,0,1,27,1,1,0,1
34,0,0,1,1,70.5882,0,0,0.1471,26,0.95,0.1212,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,75.8621,0,0,0.1724,21,0.95,0.1786,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,0,61.9048,0,0,0.2381,14,0.5,0.25,1.0,2,0,0,0,0,0,0,0,0
30,0,0,1,1,73.3333,0,0,0.1667,22,0.9,0.1379,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,64.0,0,0,0.2,17,0.5,0.1667,1.0,2,0,0,0,0,0,0,0,0
72,0,0,2,0,87.5,0,0,0.1111,25,0.5,0.0282,1.0,2,0,0,0,0,0,0,0,0
41,0,0,1,0,63.4146,0,0,0.122,34,0.95,0.125,1.0,3,0,0,0,0,0,0,0,0
23,0,0,2,1,69.5652,0,0,0.2609,15,0.98,0.1818,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,64.2857,0,0,0.2143,20,0.95,0.1481,1.0,3,0,0,0,57,0,0,0,1
44,0,0,1,1,75.0,0,0,0.1364,35,0.95,0.093,1.0,3,0,0,0,0,0,0,0,0
31,0,0,2,0,64.5161,0,0,0.1935,24,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
33,0,0,1,1,78.7879,0,0,0.1515,25,0.9,0.1875,1.0,3,0,0,0,0,0,0,0,0
41,0,0,1,0,73.1707,0,0,0.2195,16,0.5,0.075,1.0,2,0,0,0,0,0,0,0,0
50,0,0,4,1,82.0,0,0,0.18,41,0.85,0.0816,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,0,76.0,0,0,0.2,18,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,0,71.4286,0,0,0.2381,14,0.3,0.3,1.0,3,0,0,0,0,0,0,0,0
33,0,0,1,0,66.6667,0,0,0.1515,26,0.95,0.1875,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,1,61.9048,0,0,0.2381,13,0.9,0.2,1.0,3,0,0,0,0,0,0,0,0
86,0,0,1,1,95.3488,0,0,0.1395,29,0.35,0.0471,1.0,6,0,0,0,0,0,0,0,0
100,0,0,2,1,92.0,0,0,0.1,79,0.5,0.0404,1.0,2,0,0,0,0,0,0,0,0
26,0,0,1,1,61.5385,0,0,0.2308,17,0.5,0.12,1.0,2,0,0,0,0,0,0,0,0
29,0,0,1,1,62.069,0,0,0.2069,21,0.9,0.1786,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,1,66.6667,0,0,0.2381,13,0.9,0.2,1.0,3,2,0,1,3,0,1,1,1
26,0,0,2,1,80.7692,0,0,0.2308,18,0.8,0.08,1.0,2,0,0,0,0,0,0,0,0
30,0,0,1,1,63.3333,0,0,0.1667,22,0.9,0.1379,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,51.8519,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,75.0,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
40,0,0,1,1,77.5,0,0,0.2,18,0.5,0.0513,1.0,2,0,0,0,0,0,0,0,0
51,0,0,1,1,80.3922,0,0,0.1961,42,0.95,0.06,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,0,70.0,0,0,0.1667,23,0.95,0.1034,1.0,3,0,0,0,0,0,0,0,0
86,0,0,1,1,90.6977,0,0,0.0814,13,0.5,0.0471,1.0,2,0,0,0,0,0,0,0,0
55,0,0,0,1,85.4545,0,0,0.1636,12,0.95,0.0556,1.0,3,0,0,0,0,0,0,0,0
44,0,0,0,1,81.8182,0,0,0.1818,16,0.95,0.0465,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,0,68.9655,0,0,0.1724,22,0.95,0.1786,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,56.5217,0,0,0.2174,15,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,70.0,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,60.0,0,0,0.24,17,0.95,0.1667,1.0,3,2,1,1,64,0,1,0,1
21,0,0,1,0,57.1429,0,0,0.2381,14,0.5,0.2,1.0,2,0,0,0,0,0,0,0,0
35,0,0,2,1,68.5714,0,0,0.1714,27,0.9,0.1471,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,74.0741,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,65.2174,0,0,0.2174,15,0.95,0.2273,1.0,3,0,0,0,0,0,0,0,0
33,0,0,2,1,66.6667,0,0,0.1818,25,0.9,0.125,1.0,2,3,4,1,6,0,1,0,1
31,0,0,1,1,58.0645,0,0,0.1613,23,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,84.0,0,0,0.2,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
32,0,0,1,1,68.75,0,0,0.1562,24,0.95,0.129,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,65.2174,0,0,0.2609,15,0.95,0.2727,1.0,3,0,0,0,0,0,1,0,0
26,0,0,1,1,84.6154,0,0,0.1923,18,0.88,0.16,1.0,2,0,0,0,0,1,1,0,1
32,0,0,2,1,78.125,0,0,0.1875,24,0.9,0.129,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,55.5556,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,69.2308,0,0,0.1923,18,0.95,0.16,1.0,3,0,0,0,0,1,1,0,1
33,0,0,2,1,81.8182,0,0,0.1818,25,0.88,0.125,1.0,2,0,0,0,0,0,0,0,0
29,0,0,1,1,65.5172,0,0,0.1724,21,0.9,0.1429,1.0,3,0,0,0,0,0,0,0,0
49,0,0,0,1,83.6735,1,1,0.1633,9,0.5,0.0625,1.0,2,0,0,0,0,0,0,0,0
38,0,0,1,1,68.4211,0,0,0.1842,29,0.95,0.1081,1.0,3,0,0,0,0,0,0,0,0
38,0,0,1,1,76.3158,0,0,0.2105,29,0.95,0.1081,1.0,3,0,0,0,0,0,0,0,0
49,0,0,2,1,75.5102,0,0,0.1837,40,0.5,0.0417,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,0,61.9048,0,0,0.2381,14,0.95,0.25,1.0,3,0,0,0,0,0,0,0,0
36,0,0,1,1,61.1111,0,0,0.2222,27,0.35,0.0857,1.0,4,0,0,0,0,0,0,0,0
26,0,0,2,1,57.6923,0,0,0.2308,18,0.5,0.16,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,0,66.6667,0,0,0.1852,20,0.9,0.1538,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,70.8333,0,0,0.2083,16,0.5,0.2174,1.0,2,0,0,0,0,0,0,0,0
31,0,0,1,1,67.7419,0,0,0.1935,23,0.95,0.1667,1.0,3,0,0,0,1,1,1,0,1
31,0,0,1,1,77.4194,0,0,0.1613,23,0.95,0.2333,1.0,3,0,0,0,2,0,0,0,1
34,0,0,1,0,73.5294,0,0,0.1765,27,0.55,0.1212,1.0,4,0,0,0,0,0,0,0,0
48,0,0,2,0,79.1667,0,0,0.25,31,0.95,0.0426,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,0,50.0,0,0,0.25,13,0.5,0.2105,1.0,2,0,0,0,0,0,0,0,0
31,0,0,1,1,74.1935,0,0,0.1613,23,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
172,0,0,2,0,95.9302,3,1,0.1919,51,0.5,0.0585,1.0,2,0,0,0,0,0,0,0,0
31,0,0,1,1,74.1935,0,0,0.1935,23,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0
16,0,0,1,0,62.5,0,0,0.3125,9,0.5,0.2667,1.0,2,0,0,0,0,0,0,0,0
21,0,0,1,1,42.8571,0,0,0.2381,13,0.95,0.2,1.0,3,0,0,1,0,0,1,0,1
33,0,0,1,1,75.7576,0,0,0.1515,25,0.95,0.1562,1.0,3,8,0,0,18,0,1,0,1
25,0,0,1,0,60.0,0,0,0.2,18,0.85,0.1667,1.0,3,0,0,0,0,0,0,0,0
36,0,0,2,1,72.2222,0,0,0.1667,28,0.9,0.1143,1.0,2,0,0,0,0,0,0,0,0
116,0,0,1,1,93.9655,0,0,0.069,64,0.85,0.0435,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,1,55.0,0,0,0.25,12,0.95,0.2105,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,74.0741,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
34,0,0,1,1,76.4706,0,0,0.1765,26,0.88,0.1212,1.0,2,0,0,0,0,0,0,0,0
45,0,0,1,1,62.2222,0,0,0.2,36,0.5,0.1364,1.0,3,0,0,0,0,0,0,0,0
19,0,0,1,1,68.4211,0,0,0.2632,11,0.5,0.2222,1.0,2,0,2,0,11,0,1,0,0
38,0,0,1,0,71.0526,0,0,0.1842,30,0.95,0.0811,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,0,76.0,0,0,0.24,18,0.5,0.2083,1.0,2,0,0,0,0,0,0,0,0
31,0,0,1,1,80.6452,0,0,0.1613,23,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,73.0769,0,0,0.2308,15,0.95,0.24,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,0,55.0,0,0,0.25,13,0.95,0.2105,1.0,3,0,0,0,0,0,0,0,0
26,0,0,2,0,65.3846,0,0,0.2308,19,0.5,0.16,1.0,2,0,0,0,0,0,0,0,0
26,0,0,1,1,76.9231,0,0,0.1923,18,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,60.0,0,0,0.1667,22,0.99,0.1724,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,69.2308,0,0,0.1923,18,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0
47,0,0,0,0,80.8511,0,0,0.1702,16,0.5,0.1087,1.0,4,0,0,0,0,0,0,0,0
20,0,0,1,1,65.0,0,0,0.25,12,0.95,0.2632,1.0,3,3,0,0,254,0,1,0,1
72,0,0,2,0,83.3333,0,0,0.1111,25,0.5,0.0423,1.0,2,0,0,0,0,0,0,0,0
39,0,0,1,1,87.1795,0,0,0.1538,30,0.5,0.1053,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,0,58.3333,0,0,0.2083,17,0.5,0.1739,1.0,2,0,0,0,0,0,0,0,0
24,0,0,1,1,66.6667,0,0,0.25,16,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0
36,0,0,1,1,83.3333,0,0,0.1389,28,0.9,0.1429,1.0,3,0,0,0,0,0,0,0,0
74,0,0,0,1,82.4324,0,0,0.0946,14,0.5,0.0685,1.0,2,0,0,0,0,0,0,0,0
31,0,0,1,0,67.7419,0,0,0.1935,24,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,80.0,0,0,0.2,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,76.6667,0,0,0.1667,22,0.9,0.1724,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,0,56.0,0,0,0.2,18,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
22,0,0,0,0,68.1818,0,0,0.1818,15,0.95,0.0952,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,59.2593,0,0,0.2222,19,0.5,0.1923,1.0,2,0,0,0,0,0,0,0,0
210,0,1,1,0,96.6667,1,1,0.1048,14,0.5,0.0239,0.9905,2,0,0,0,0,0,0,0,0
30,0,0,1,1,60.0,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,1,66.6667,0,0,0.2381,13,0.5,0.2,1.0,2,0,0,0,0,0,0,0,0
28,0,0,3,1,57.1429,0,0,0.25,20,0.9,0.1481,1.0,2,1,0,0,2,0,0,0,1
27,0,0,2,1,70.3704,0,0,0.2222,19,0.5,0.1538,1.0,2,0,0,0,0,0,0,0,0
24,0,0,1,1,62.5,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,78.5714,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,90.3226,0,0,0.1613,23,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0
34,0,0,1,0,79.4118,0,0,0.2059,26,0.5,0.0909,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,60.0,0,0,0.24,17,0.95,0.1667,1.0,3,1,0,0,47,0,1,0,1
24,0,0,1,1,37.5,0,0,0.2083,16,0.88,0.1739,1.0,2,0,0,0,8,0,1,0,1
27,0,0,1,1,51.8519,0,0,0.1852,19,0.95,0.1923,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,1,61.9048,0,0,0.2381,13,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,65.2174,0,0,0.2174,15,0.9,0.1818,1.0,3,0,0,0,0,0,0,0,0
85,0,0,1,1,85.8824,0,0,0.1529,19,0.8,0.0833,1.0,2,0,0,0,0,0,0,0,0
53,0,0,4,0,81.1321,0,0,0.1887,46,0.95,0.0769,1.0,3,0,0,0,0,0,0,0,0
31,0,0,2,0,70.9677,0,0,0.2258,24,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0
76,0,0,0,1,90.7895,0,1,0.1316,16,0.95,0.0667,1.0,3,0,0,0,0,0,0,0,0
24,0,0,0,1,50.0,0,0,0.2083,15,0.5,0.087,1.0,4,0,0,0,0,0,0,0,0
286,0,0,0,1,96.5035,1,1,0.042,17,0.95,0.0316,1.0,3,0,1,0,22,0,1,0,0
32,0,0,1,1,62.5,0,0,0.1562,24,0.85,0.129,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,58.3333,0,0,0.2083,16,0.5,0.1739,1.0,2,2,0,1,15,0,1,0,1
104,0,1,0,1,92.3077,0,0,0.1154,7,0.5,0.0388,0.9615,2,0,0,0,0,0,0,0,0
23,0,0,2,1,69.5652,0,0,0.2609,15,0.88,0.1818,1.0,2,0,0,0,0,0,0,0,0
28,0,0,1,1,75.0,0,0,0.1786,20,0.95,0.1852,1.0,3,0,0,0,0,0,0,0,0
36,0,0,1,1,69.4444,0,0,0.1389,28,0.95,0.1143,1.0,3,0,0,0,0,0,0,0,0
48,0,0,1,1,89.5833,0,0,0.1875,39,0.95,0.1277,1.0,3,0,0,0,0,0,0,0,0
208,0,1,0,1,94.7115,1,1,0.1058,14,0.95,0.0676,0.9904,3,0,0,0,0,0,0,0,0
52,0,0,2,1,75.0,0,0,0.1731,43,0.5,0.0588,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,84.0,0,0,0.2,17,0.85,0.1667,1.0,3,0,0,0,0,0,0,0,0
35,0,0,1,1,74.2857,0,0,0.1429,27,0.5,0.1176,1.0,2,0,0,0,0,0,0,0,0
89,0,0,1,1,92.1348,0,0,0.0899,15,0.5,0.0455,1.0,2,0,0,0,0,0,0,0,0
29,0,0,1,0,68.9655,0,0,0.2069,22,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,72.4138,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,83.871,0,0,0.1613,23,0.5,0.2333,1.0,2,0,0,0,0,0,0,0,0
40,0,0,1,1,77.5,0,0,0.2,17,0.5,0.0513,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,77.7778,0,0,0.1852,19,0.95,0.1923,1.0,3,0,0,0,0,0,0,0,0
43,0,0,1,1,88.3721,0,0,0.1628,34,0.5,0.119,1.0,4,0,0,0,0,0,0,0,0
34,0,0,1,1,50.0,0,0,0.2059,25,0.95,0.1515,1.0,3,0,0,0,0,0,0,0,0
27,0,0,2,0,59.2593,0,0,0.2222,20,0.5,0.1538,1.0,2,0,0,0,0,0,0,0,0
40,0,0,4,0,55.0,0,0,0.225,32,0.35,0.1026,1.0,3,0,0,0,0,0,0,0,0
82,0,0,2,0,89.0244,0,0,0.0854,74,0.5,0.0864,1.0,4,0,0,0,0,0,0,0,0
22,0,0,1,1,68.1818,0,0,0.2273,14,0.9,0.2381,1.0,3,1,0,0,42,0,1,0,1
31,0,0,2,0,74.1935,0,0,0.1935,24,0.9,0.1667,1.0,2,0,0,0,0,0,0,0,0
28,0,0,1,1,78.5714,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
25,0,0,2,0,64.0,0,0,0.24,18,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
36,0,0,0,1,72.2222,0,0,0.1944,27,0.95,0.0571,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,0,66.6667,0,0,0.1852,20,0.85,0.1923,1.0,2,0,0,0,0,0,0,0,0
25,0,0,1,0,56.0,0,0,0.2,18,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,1,61.9048,0,0,0.2381,13,0.95,0.2,1.0,3,0,0,1,130,0,1,1,0
20,0,0,1,0,65.0,0,0,0.25,13,0.5,0.2632,1.0,2,0,0,0,0,0,0,0,0
23,0,0,1,0,65.2174,0,0,0.2174,16,0.95,0.2273,1.0,3,0,0,0,0,0,0,0,0
23,0,0,2,1,73.913,0,0,0.2609,15,0.5,0.1818,1.0,2,0,0,0,0,0,0,0,0
26,0,0,1,1,76.9231,0,0,0.1923,18,0.5,0.16,1.0,2,0,0,0,0,0,0,0,0
26,0,0,2,1,69.2308,0,0,0.2308,18,0.5,0.16,1.0,2,0,0,0,0,0,0,0,0
32,0,0,1,1,78.125,0,0,0.1562,24,0.95,0.1613,1.0,3,0,0,0,1,0,1,0,0
22,0,0,2,1,59.0909,0,0,0.2727,14,0.5,0.1905,1.0,2,1,0,0,50,0,1,0,1
28,0,0,1,1,46.4286,0,0,0.2143,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,76.9231,0,0,0.1923,18,0.9,0.16,1.0,3,0,0,0,0,0,0,0,0
39,0,0,2,1,84.6154,0,0,0.1795,30,0.8,0.0526,1.0,2,0,0,0,0,0,0,0,0
22,0,0,1,1,63.6364,0,0,0.2273,14,0.95,0.1905,1.0,3,0,0,0,0,0,0,0,0
36,0,0,2,1,80.5556,0,0,0.1667,28,0.9,0.1143,1.0,2,0,0,0,0,0,0,0,0
32,0,0,1,1,75.0,0,0,0.1562,24,0.95,0.129,1.0,3,0,0,0,0,0,0,0,0
19,0,0,1,1,84.2105,0,0,0.2632,11,0.5,0.2222,1.0,2,0,0,0,0,0,0,0,0
28,0,0,1,1,71.4286,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,64.5161,0,0,0.1613,23,0.9,0.1667,1.0,3,0,0,0,0,0,0,0,0
41,0,0,1,0,78.0488,0,0,0.1951,24,0.95,0.05,1.0,3,0,0,0,0,0,0,0,0
41,0,0,1,1,78.0488,0,0,0.1463,32,0.95,0.125,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,68.9655,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
71,0,0,1,1,84.507,1,1,0.1549,20,0.5,0.0571,1.0,2,0,0,0,0,0,0,0,0
33,0,0,1,1,66.6667,0,0,0.1515,25,0.95,0.1562,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,0,60.0,0,0,0.25,13,0.95,0.3158,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,0,60.0,0,0,0.25,13,0.8,0.2105,1.0,2,0,0,0,0,0,0,0,0
23,0,0,1,1,65.2174,0,0,0.2174,15,0.85,0.1818,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,55.1724,0,0,0.1724,21,0.5,0.1786,1.0,2,0,0,0,0,0,0,0,0
17,0,0,1,0,52.9412,0,0,0.2941,10,0.5,0.25,1.0,2,0,0,0,0,0,0,0,0
30,0,0,0,1,66.6667,0,0,0.1667,21,0.95,0.1034,1.0,3,0,0,0,0,0,0,0,0
34,0,0,1,1,76.4706,0,0,0.1471,26,0.95,0.1515,1.0,3,0,0,0,0,0,0,0,0
85,0,0,2,1,90.5882,0,0,0.0941,76,0.95,0.0238,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,73.913,0,0,0.2174,15,0.95,0.2273,1.0,3,0,0,0,0,0,0,0,0
32,0,0,1,0,62.5,0,0,0.1562,25,0.95,0.129,1.0,3,1,0,0,0,1,1,0,1
26,0,0,1,1,76.9231,0,0,0.1923,18,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,80.0,0,0,0.1667,22,0.5,0.1379,1.0,2,0,2,1,2,0,0,0,1
27,0,0,1,0,74.0741,0,0,0.1852,20,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
35,0,0,1,1,65.7143,0,0,0.1714,26,0.95,0.1176,1.0,3,0,0,0,0,0,0,0,0
32,0,0,2,1,71.875,0,0,0.1875,24,0.9,0.129,1.0,2,0,0,0,0,0,0,0,0
23,0,0,1,0,65.2174,0,0,0.2174,16,0.95,0.2273,1.0,3,0,0,0,0,0,0,0,0
28,0,0,2,0,60.7143,0,0,0.2143,21,0.5,0.1852,1.0,2,0,0,0,0,0,0,0,0
31,0,0,2,1,61.2903,0,0,0.1935,23,0.5,0.1333,1.0,2,0,0,0,0,0,0,0,0
32,0,0,1,1,62.5,0,0,0.2188,23,0.95,0.0968,1.0,3,0,0,0,0,0,0,0,0
88,0,0,0,1,94.3182,0,0,0.0909,7,0.5,0.046,1.0,2,0,0,0,0,0,0,0,0
31,0,0,1,1,77.4194,0,0,0.1613,23,0.85,0.1333,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,57.6923,0,0,0.1923,18,0.95,0.2,1.0,3,0,0,0,5,0,1,0,0
22,0,0,1,0,63.6364,0,0,0.2273,15,0.55,0.2381,1.0,4,0,0,0,0,0,0,0,0
29,0,0,1,0,72.4138,0,0,0.1724,22,0.95,0.1786,1.0,3,0,0,0,0,0,0,0,0
18,0,0,1,0,61.1111,0,0,0.2778,11,0.5,0.2353,1.0,2,0,0,0,0,0,0,0,0
35,0,0,2,0,77.1429,0,0,0.1714,28,0.95,0.1176,1.0,3,0,0,0,0,0,0,0,0
40,0,0,1,1,75.0,0,0,0.2,31,0.35,0.1026,1.0,4,0,0,0,0,0,0,0,0
26,0,0,1,0,50.0,0,0,0.2308,19,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,60.7143,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,68.9655,0,0,0.1724,21,0.9,0.1786,1.0,3,0,0,0,0,0,0,0,0
36,0,0,1,1,83.3333,0,0,0.1389,28,0.88,0.1429,1.0,2,1,0,1,25,0,1,0,1
26,0,0,1,1,80.7692,0,0,0.2308,18,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0
39,0,0,1,1,76.9231,0,0,0.1795,30,0.95,0.0789,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,62.963,0,0,0.2222,13,0.5,0.1154,1.0,2,0,0,0,0,0,0,0,0
